order_id,booking_date,booking_time,booking_hour,booking_day_of_week,collection_date,collection_time,delivery_date,delivery_slot,zone,postal_district,postal_code,latitude,longitude,service,category,quantity,base_price_sgd,delicate_surcharge,express_type,express_multiplier,order_value_sgd,free_delivery,processing_days,processing_label,effort_score,order_status
AST-03708,2024-08-05,22:54,22,Monday,2024-08-06,09:07,2024-08-08,09:00-13:00,Geylang / Eunos,District 14,37684,1.31326,103.867899,Shirt / Blouse,Clothing,1,9,0,Next-day,2.0,18.44,No,2,1-2 days,1,Completed
AST-03709,2024-01-19,16:04,16,Friday,2024-01-20,13:55,2024-01-22,15:00-18:00,Jurong East / West,District 22,66240,1.330496,103.723405,Hemming,Alterations,1,14,0,Next-day,2.0,28.01,No,1,1-2 days,1,Completed
AST-03710,2025-02-22,12:47,12,Saturday,2025-02-22,09:36,2025-02-26,12:00-16:00,Tampines / Pasir Ris,District 18,49981,1.350157,103.922841,Evening Dress (Plain),Clothing,2,45,0,Next-day,2.0,182.4,Yes,4,3-6 days,3,Completed
AST-03711,2024-01-11,12:37,12,Thursday,2024-01-11,13:02,2024-01-12,12:00-16:00,Jurong East / West,District 22,66763,1.357864,103.716878,Hemming,Alterations,1,14,0,,1.0,14.31,No,1,1-2 days,1,Completed
AST-03712,2025-02-19,22:14,22,Wednesday,2025-02-20,14:10,2025-02-24,15:00-18:00,Jurong East / West,District 22,67895,1.325898,103.734671,Sofa Cover (3-Seater),Household,3,30,0,Same-day,3.0,275.89,Yes,3,3-6 days,2,Completed
AST-03713,2025-02-15,22:20,22,Saturday,2025-02-17,14:47,2025-02-20,12:00-16:00,Tampines / Pasir Ris,District 18,49489,1.382382,103.957429,Saree,Traditional,3,20,0,,1.0,58.54,Yes,3,3-6 days,2,Completed
AST-03714,2024-03-23,22:17,22,Saturday,2024-03-25,15:22,2024-03-30,12:00-16:00,Clementi / West Coast,District 05,12711,1.318379,103.780326,Luxury Bag (XL),Bags & Shoes,1,120,0,,1.0,119.33,Yes,5,3-6 days,5,Completed
AST-03715,2024-08-27,10:40,10,Tuesday,2024-08-27,09:28,2024-08-29,12:00-16:00,Clementi / West Coast,District 05,11371,1.307116,103.768419,Shirt / Blouse,Clothing,2,9,0,,1.0,17.49,No,2,1-2 days,1,Completed
AST-03716,2024-07-18,09:39,9,Thursday,2024-07-18,13:30,2024-07-20,12:00-16:00,Bedok / Chai Chee,District 16,44201,1.346277,103.927089,Windbreaker,Clothing,2,20,0,3-Hour,3.0,120.34,Yes,2,1-2 days,1,Completed
AST-03717,2024-03-19,20:31,20,Tuesday,2024-03-20,12:49,2024-03-22,09:00-13:00,Punggol / Sengkang,District 19,55333,1.407801,103.924396,Trousers / Shorts,Clothing,1,9,0,,1.0,9.08,No,2,1-2 days,1,Completed
AST-03718,2024-10-08,08:17,8,Tuesday,2024-10-08,15:32,2024-10-10,15:00-18:00,Jurong East / West,District 22,66665,1.358753,103.696864,Sweater / Cardigan,Clothing,4,9,0,,1.0,35.63,No,2,1-2 days,1,Completed
AST-03719,2024-11-21,18:33,18,Thursday,2024-11-22,11:16,2024-11-25,12:00-16:00,Orchard / River Valley,District 09,21440,1.301557,103.818307,Bedsheet,Household,2,12,0,Next-day,2.0,46.91,Yes,2,1-2 days,1,Completed
AST-03720,2025-02-26,20:37,20,Wednesday,2025-02-27,11:41,2025-03-03,12:00-16:00,Tampines / Pasir Ris,District 18,51475,1.380173,103.930607,Wintercoat (Below),Clothing,1,40,0,,1.0,39.09,No,3,3-6 days,3,Completed
AST-03721,2024-07-08,10:43,10,Monday,2024-07-08,16:26,2024-07-10,12:00-16:00,Bishan / Toa Payoh,District 12,30533,1.356158,103.837026,Sweater / Cardigan,Clothing,3,9,0,Next-day,2.0,53.64,Yes,2,1-2 days,1,Completed
AST-03722,2024-09-06,19:35,19,Friday,2024-09-07,11:22,2024-09-09,09:00-13:00,Punggol / Sengkang,District 19,54826,1.409688,103.927358,On-site Curtains,On-site,1,150,0,Next-day,2.0,299.95,Yes,0,Same day,3,Completed
AST-03723,2025-02-21,21:24,21,Friday,2025-02-22,16:19,2025-02-24,15:00-18:00,Tampines / Pasir Ris,District 18,50719,1.352743,103.961301,Trousers / Shorts,Clothing,2,9,0,,1.0,17.73,No,2,1-2 days,1,Completed
AST-03724,2024-11-06,21:43,21,Wednesday,2024-11-07,10:37,2024-11-09,12:00-16:00,Bedok / Chai Chee,District 16,42353,1.33271,103.911481,Bedsheet,Household,1,12,0,Next-day,2.0,23.66,No,2,1-2 days,1,Completed
AST-03725,2024-10-10,08:00,8,Thursday,2024-10-10,11:21,2024-10-12,09:00-13:00,Buona Vista / Holland,District 05,11344,1.316729,103.798368,Trousers / Shorts,Clothing,2,9,0,,1.0,18.41,No,2,1-2 days,1,Completed
AST-03726,2024-10-02,18:21,18,Wednesday,2024-10-03,14:36,2024-10-05,15:00-18:00,Choa Chu Kang / Bukit Panjang,District 23,67460,1.378527,103.757885,Trousers / Shorts,Clothing,1,9,0,,1.0,9.01,No,2,1-2 days,1,Completed
AST-03727,2025-05-21,21:22,21,Wednesday,2025-05-22,15:31,2025-05-26,09:00-13:00,Tampines / Pasir Ris,District 18,51165,1.368377,103.931119,Dress,Clothing,1,20,0,,1.0,20.47,No,3,3-6 days,2,Completed
AST-03728,2024-08-07,04:06,4,Wednesday,2024-08-07,14:29,2024-08-10,09:00-13:00,Punggol / Sengkang,District 19,57258,1.400074,103.89755,Dress,Clothing,2,20,0,,1.0,39.02,No,3,3-6 days,2,Completed
AST-03729,2025-05-23,08:41,8,Friday,2025-05-23,15:13,2025-05-26,12:00-16:00,Choa Chu Kang / Bukit Panjang,District 23,69987,1.39469,103.766073,Trousers / Shorts,Clothing,3,9,0,,1.0,27.62,No,2,1-2 days,1,Completed
AST-03730,2025-06-19,19:42,19,Thursday,2025-06-20,14:01,2025-06-23,15:00-18:00,Clementi / West Coast,District 05,13379,1.307621,103.783724,Saree Suit (2pc),Traditional,1,29,0,Same-day,3.0,88.8,Yes,3,3-6 days,2,In Progress
AST-03731,2025-01-03,18:57,18,Friday,2025-01-04,16:03,2025-01-06,12:00-16:00,Bishan / Toa Payoh,District 12,29259,1.33602,103.854185,Trousers / Shorts,Clothing,3,9,0,,1.0,26.5,No,2,1-2 days,1,Completed
AST-03732,2024-11-09,02:00,2,Saturday,2024-11-09,15:51,2024-11-11,09:00-13:00,Punggol / Sengkang,District 19,54358,1.388482,103.894611,Trousers / Shorts,Clothing,3,9,0,Same-day,3.0,79.99,Yes,2,1-2 days,1,Completed
AST-03733,2024-12-26,22:20,22,Thursday,2024-12-27,13:34,2024-12-30,12:00-16:00,Woodlands / Marsiling,District 25,72899,1.451993,103.800221,Shirt / Blouse,Clothing,1,9,0,,1.0,8.95,No,2,1-2 days,1,Completed
AST-03734,2024-02-05,20:55,20,Monday,2024-02-06,15:51,2024-02-08,12:00-16:00,CBD / Tanjong Pagar,District 01,03525,1.277491,103.856678,Trousers / Shorts,Clothing,2,9,0,,1.0,18.23,No,2,1-2 days,1,Completed
AST-03735,2024-06-22,22:26,22,Saturday,2024-06-24,16:43,2024-06-26,09:00-13:00,Marine Parade / Katong,District 14,34786,1.304704,103.894449,Scarf / Shawl,Accessories,1,12,0,Same-day,3.0,36.38,No,2,1-2 days,1,Completed
AST-03736,2025-01-16,08:23,8,Thursday,2025-01-16,10:37,2025-01-20,09:00-13:00,Clementi / West Coast,District 05,13278,1.298515,103.767441,Evening Dress (Deco),Clothing,3,55,0,,1.0,166.56,Yes,4,3-6 days,4,Completed
AST-03737,2025-06-12,10:42,10,Thursday,2025-06-12,14:01,2025-06-14,12:00-16:00,Choa Chu Kang / Bukit Panjang,District 23,69835,1.397242,103.740878,Scarf / Shawl,Accessories,1,12,0,3-Hour,3.0,35.26,No,2,1-2 days,1,Completed
AST-03738,2024-09-24,09:37,9,Tuesday,2024-09-24,10:22,2024-09-26,12:00-16:00,Geylang / Eunos,District 14,35651,1.3089,103.872191,Sweater / Cardigan,Clothing,1,9,0,Next-day,2.0,18.4,No,2,1-2 days,1,Completed
AST-03739,2025-02-15,18:56,18,Saturday,2025-02-17,11:13,2025-02-20,12:00-16:00,Woodlands / Marsiling,District 25,72777,1.44316,103.8056,Dress,Clothing,1,20,0,,1.0,20.13,No,3,3-6 days,2,Completed
AST-03740,2024-06-01,18:19,18,Saturday,2024-06-03,13:52,2024-06-06,09:00-13:00,Bukit Timah / Bukit Batok,District 21,60471,1.330836,103.774296,Graduation Gown,Traditional,1,20,0,Next-day,2.0,39.05,No,3,3-6 days,2,Completed
AST-03741,2025-03-04,21:46,21,Tuesday,2025-03-05,15:43,2025-03-07,12:00-16:00,Marine Parade / Katong,District 14,32385,1.306076,103.883867,Scarf / Shawl,Accessories,5,12,0,,1.0,58.87,Yes,2,1-2 days,1,Completed
AST-03742,2024-08-21,10:14,10,Wednesday,2024-08-21,13:02,2024-08-24,12:00-16:00,Geylang / Eunos,District 14,35993,1.322052,103.896436,Pillow / Bolster,Household,3,25,0,,1.0,76.27,Yes,3,3-6 days,2,Completed
AST-03743,2024-03-14,08:20,8,Thursday,2024-03-14,14:06,2024-03-16,12:00-16:00,Bukit Timah / Bukit Batok,District 21,60807,1.359761,103.772486,Sweater / Cardigan,Clothing,1,9,0,,1.0,9.08,No,2,1-2 days,1,Completed
AST-03744,2024-10-25,23:11,23,Friday,2024-10-26,16:15,2024-10-30,12:00-16:00,Yishun / Sembawang,District 27,76774,1.439927,103.834031,Non-Leather Shoes,Bags & Shoes,3,55,0,,1.0,163.96,Yes,4,3-6 days,3,Completed
AST-03745,2024-09-09,01:11,1,Monday,2024-09-09,11:55,2024-09-11,15:00-18:00,Orchard / River Valley,District 09,21319,1.305861,103.829329,Windbreaker,Clothing,2,20,0,,1.0,40.39,Yes,2,1-2 days,1,Completed
AST-03746,2025-03-22,23:15,23,Saturday,2025-03-24,11:22,2025-03-26,15:00-18:00,Bukit Timah / Bukit Batok,District 21,63434,1.351807,103.774896,Trousers / Shorts,Clothing,1,9,0,Same-day,3.0,26.52,No,2,1-2 days,1,Completed
AST-03747,2024-09-30,19:04,19,Monday,2024-10-01,11:17,2024-10-04,12:00-16:00,Jurong East / West,District 22,67894,1.347768,103.747218,Wintercoat (Below),Clothing,1,40,0,,1.0,40.1,Yes,3,3-6 days,3,Completed
AST-03748,2024-07-05,20:58,20,Friday,2024-07-06,13:55,2024-07-11,12:00-16:00,Serangoon / Bartley,District 13,31636,1.337421,103.873018,Mattress Topper,Household,2,80,0,Next-day,2.0,326.23,Yes,5,3-6 days,3,Completed
AST-03749,2024-12-09,15:44,15,Monday,2024-12-10,16:30,2024-12-13,09:00-13:00,Punggol / Sengkang,District 19,56489,1.413711,103.902833,Quilt / Comforter,Household,1,24,0,,1.0,24.04,No,3,3-6 days,2,Completed
AST-03750,2024-03-05,19:54,19,Tuesday,2024-03-06,15:45,2024-03-09,12:00-16:00,Bukit Timah / Bukit Batok,District 21,63472,1.329138,103.764075,Coat / Jacket,Clothing,1,14,4,,1.0,17.64,No,3,3-6 days,2,Completed
AST-03751,2024-10-22,20:27,20,Tuesday,2024-10-23,13:06,2024-11-02,09:00-13:00,Jurong East / West,District 22,66729,1.340699,103.717664,Feathered Item,Special,2,60,0,,1.0,117.39,Yes,10,10-14 days,5,Completed
AST-03752,2024-02-08,23:42,23,Thursday,2024-02-09,13:04,2024-02-12,09:00-13:00,Marine Parade / Katong,District 14,37695,1.306517,103.915233,Sweater / Cardigan,Clothing,2,9,0,Same-day,3.0,53.5,Yes,2,1-2 days,1,Completed
AST-03753,2024-02-23,15:23,15,Friday,2024-02-24,13:15,2024-02-27,12:00-16:00,Geylang / Eunos,District 14,35357,1.308809,103.877638,Wintercoat (Waist),Clothing,1,30,0,Next-day,2.0,61.24,Yes,3,3-6 days,2,Completed
AST-03754,2024-03-18,10:21,10,Monday,2024-03-18,14:20,2024-03-20,15:00-18:00,Tampines / Pasir Ris,District 18,51667,1.373243,103.918845,Sweater / Cardigan,Clothing,1,9,0,,1.0,8.78,No,2,1-2 days,1,Completed
AST-03755,2024-12-11,21:05,21,Wednesday,2024-12-12,16:51,2024-12-14,15:00-18:00,Clementi / West Coast,District 05,12757,1.307391,103.77785,Trousers / Shorts,Clothing,2,9,0,,1.0,18.05,No,2,1-2 days,1,Completed
AST-03756,2024-03-16,21:23,21,Saturday,2024-03-18,11:26,2024-03-20,12:00-16:00,Choa Chu Kang / Bukit Panjang,District 23,67674,1.406934,103.771038,Trousers / Shorts,Clothing,1,9,0,,1.0,8.85,No,2,1-2 days,1,Completed
AST-03757,2025-06-21,20:24,20,Saturday,2025-06-23,09:10,2025-06-26,09:00-13:00,Serangoon / Bartley,District 13,31225,1.343377,103.884067,Coat / Jacket,Clothing,5,14,0,,1.0,70.38,Yes,3,3-6 days,2,In Progress
AST-03758,2024-07-29,08:55,8,Monday,2024-07-29,09:53,2024-08-01,09:00-13:00,Queenstown / Alexandra,District 03,16140,1.303767,103.818261,Coat / Jacket,Clothing,2,14,0,,1.0,28.07,No,3,3-6 days,2,Completed
AST-03759,2024-03-05,19:48,19,Tuesday,2024-03-06,09:50,2024-03-09,12:00-16:00,Punggol / Sengkang,District 19,57533,1.40619,103.893303,Overalls / Jumpsuit,Clothing,2,20,0,,1.0,40.87,Yes,3,3-6 days,2,Completed
AST-03760,2024-02-10,20:22,20,Saturday,2024-02-12,12:59,2024-02-16,15:00-18:00,Ang Mo Kio / Hougang,District 19,55925,1.386547,103.869262,Evening Dress (Plain),Clothing,3,45,0,,1.0,136.92,Yes,4,3-6 days,3,Completed
AST-03761,2024-04-27,08:44,8,Saturday,2024-04-27,12:51,2024-05-01,12:00-16:00,Boon Lay / Tuas,District 22,68735,1.312954,103.696303,Canvas Bag / Backpack,Bags & Shoes,1,35,0,,1.0,35.1,No,4,3-6 days,2,Completed
AST-03762,2024-11-20,00:02,0,Wednesday,2024-11-20,14:24,2024-11-22,12:00-16:00,Bishan / Toa Payoh,District 12,28524,1.357122,103.826426,Trousers / Shorts,Clothing,2,9,0,Next-day,2.0,36.51,No,2,1-2 days,1,Completed
AST-03763,2024-09-28,19:18,19,Saturday,2024-09-30,13:10,2024-10-01,12:00-16:00,Geylang / Eunos,District 14,33319,1.309644,103.88355,On-site Mattress (Queen),On-site,3,119,0,,1.0,354.15,Yes,0,Same day,3,Completed
AST-03764,2025-02-06,12:22,12,Thursday,2025-02-06,10:50,2025-02-10,15:00-18:00,Queenstown / Alexandra,District 03,16593,1.309695,103.818389,Coat / Jacket,Clothing,2,14,0,,1.0,28.57,No,3,3-6 days,2,Completed
AST-03765,2024-03-16,10:46,10,Saturday,2024-03-16,09:04,2024-03-18,15:00-18:00,Ang Mo Kio / Hougang,District 19,55922,1.376287,103.872019,Shirt / Blouse,Clothing,1,9,0,,1.0,9.16,No,2,1-2 days,1,Completed
AST-03766,2024-11-07,20:22,20,Thursday,2024-11-08,15:54,2024-11-11,09:00-13:00,Jurong East / West,District 22,66721,1.351455,103.700206,Quilt / Comforter,Household,5,24,0,Same-day,3.0,350.44,Yes,3,3-6 days,2,Completed
AST-03767,2024-02-03,21:16,21,Saturday,2024-02-05,10:14,2024-02-08,15:00-18:00,CBD / Tanjong Pagar,District 01,03345,1.281712,103.845304,Quilt / Comforter,Household,1,24,0,Next-day,2.0,47.86,Yes,3,3-6 days,2,Completed
AST-03768,2024-12-11,01:19,1,Wednesday,2024-12-11,11:16,2024-12-12,12:00-16:00,Jurong East / West,District 22,65499,1.339905,103.741103,Hemming,Alterations,1,14,0,Same-day,3.0,42.32,Yes,1,1-2 days,1,Completed
AST-03769,2024-08-16,23:42,23,Friday,2024-08-17,09:28,2024-08-19,09:00-13:00,Bedok / Chai Chee,District 16,42416,1.322204,103.915344,Windbreaker,Clothing,2,20,0,,1.0,39.13,No,2,1-2 days,1,Completed
AST-03770,2024-01-09,05:46,5,Tuesday,2024-01-09,13:14,2024-01-12,15:00-18:00,Ang Mo Kio / Hougang,District 19,56920,1.380813,103.875765,Dress,Clothing,4,20,0,,1.0,81.01,Yes,3,3-6 days,2,Completed
AST-03771,2025-01-01,22:19,22,Wednesday,2025-01-02,12:38,2025-01-04,12:00-16:00,Bukit Timah / Bukit Batok,District 21,61706,1.362707,103.758218,Bedsheet,Household,1,12,0,,1.0,11.83,No,2,1-2 days,1,Completed
AST-03772,2024-03-05,21:18,21,Tuesday,2024-03-06,16:27,2024-03-08,09:00-13:00,Bukit Timah / Bukit Batok,District 21,63564,1.363304,103.760468,Shirt / Blouse,Clothing,1,9,4,,1.0,13.13,No,2,1-2 days,1,Completed
AST-03773,2025-02-19,08:12,8,Wednesday,2025-02-19,15:53,2025-03-01,09:00-13:00,Ang Mo Kio / Hougang,District 19,57276,1.378794,103.852058,Curtains (no removal),Household,1,56,0,,1.0,56.55,Yes,10,7-14 days,4,Completed
AST-03774,2025-06-18,11:25,11,Wednesday,2025-06-18,10:10,2025-06-19,15:00-18:00,Boon Lay / Tuas,District 22,66826,1.299979,103.69789,Hemming,Alterations,1,14,0,,1.0,13.92,No,1,1-2 days,1,In Progress
AST-03775,2024-07-26,20:31,20,Friday,2024-07-27,16:40,2024-08-08,12:00-16:00,Novena / Newton,District 11,26174,1.31949,103.839637,Curtains (with removal),Household,5,64,0,,1.0,317.69,Yes,12,10-14 days,5,Completed
AST-03776,2024-01-23,17:22,17,Tuesday,2024-01-24,11:21,2024-01-27,15:00-18:00,Yishun / Sembawang,District 27,77776,1.427778,103.822385,Pillow / Bolster,Household,3,25,0,,1.0,75.98,Yes,3,3-6 days,2,Completed
AST-03777,2024-01-30,17:59,17,Tuesday,2024-01-31,16:52,2024-02-02,12:00-16:00,Ang Mo Kio / Hougang,District 19,52494,1.375855,103.845211,Bedsheet,Household,2,12,0,,1.0,23.46,No,2,1-2 days,1,Completed
AST-03778,2025-05-22,19:10,19,Thursday,2025-05-23,12:29,2025-05-26,09:00-13:00,Novena / Newton,District 11,26355,1.319081,103.834008,Bedsheet,Household,2,12,0,,1.0,23.36,No,2,1-2 days,1,Completed
AST-03779,2025-04-28,16:51,16,Monday,2025-04-29,16:57,2025-05-01,15:00-18:00,CBD / Tanjong Pagar,District 01,02702,1.270911,103.838629,Shirt / Blouse,Clothing,2,9,0,,1.0,17.65,No,2,1-2 days,1,Completed
AST-03780,2024-05-29,19:12,19,Wednesday,2024-05-30,11:49,2024-06-04,09:00-13:00,Queenstown / Alexandra,District 03,15813,1.277442,103.824799,Part Leather Jacket,Clothing,2,45,0,,1.0,91.72,Yes,5,3-6 days,4,Completed
AST-03781,2025-04-25,15:48,15,Friday,2025-04-26,13:23,2025-04-30,12:00-16:00,Tampines / Pasir Ris,District 18,50625,1.347789,103.929654,Evening Dress (Plain),Clothing,4,45,0,,1.0,175.71,Yes,4,3-6 days,3,Completed
AST-03782,2024-07-27,08:12,8,Saturday,2024-07-27,16:52,2024-07-30,09:00-13:00,Punggol / Sengkang,District 19,54820,1.401864,103.894387,Coat / Jacket,Clothing,1,14,0,,1.0,14.05,No,3,3-6 days,2,Completed
AST-03783,2024-12-05,10:35,10,Thursday,2024-12-05,13:32,2024-12-09,15:00-18:00,Geylang / Eunos,District 14,33224,1.319706,103.889914,Quilt / Comforter,Household,3,24,0,,1.0,73.07,Yes,3,3-6 days,2,Completed
AST-03784,2024-01-05,12:24,12,Friday,2024-01-05,09:14,2024-01-08,15:00-18:00,Bedok / Chai Chee,District 16,45834,1.332863,103.915285,Quilt / Comforter,Household,4,24,0,Same-day,3.0,287.55,Yes,3,3-6 days,2,Completed
AST-03785,2025-05-03,08:06,8,Saturday,2025-05-03,13:36,2025-05-06,12:00-16:00,Orchard / River Valley,District 09,20378,1.3006,103.820639,Baju Kurung (2pc),Traditional,2,32,4,,1.0,72.29,Yes,3,3-6 days,2,Completed
AST-03786,2024-02-14,19:19,19,Wednesday,2024-02-15,16:41,2024-02-19,15:00-18:00,Clementi / West Coast,District 05,11371,1.312536,103.764366,Baju Kurung (2pc),Traditional,1,32,4,Next-day,2.0,67.34,Yes,3,3-6 days,2,Completed
AST-03787,2024-11-26,11:00,11,Tuesday,2024-11-26,12:00,2024-11-28,15:00-18:00,Jurong East / West,District 22,68488,1.325799,103.726397,Trousers / Shorts,Clothing,1,9,0,,1.0,8.94,No,2,1-2 days,1,Completed
AST-03788,2025-02-24,22:28,22,Monday,2025-02-25,16:19,2025-02-28,09:00-13:00,Ang Mo Kio / Hougang,District 19,57586,1.360015,103.879235,Pillow / Bolster,Household,2,25,0,Next-day,2.0,100.86,Yes,3,3-6 days,2,Completed
AST-03789,2025-01-31,12:48,12,Friday,2025-01-31,09:28,2025-02-04,12:00-16:00,Punggol / Sengkang,District 19,53861,1.378875,103.895825,Evening Dress (Plain),Clothing,4,45,0,,1.0,181.21,Yes,4,3-6 days,3,Completed
AST-03790,2024-06-22,17:59,17,Saturday,2024-06-24,14:44,2024-06-26,09:00-13:00,Serangoon / Bartley,District 13,31679,1.355797,103.879605,Tie / Bow Tie,Accessories,1,9,0,,1.0,9.17,No,2,1-2 days,1,Completed
AST-03791,2024-09-12,21:52,21,Thursday,2024-09-13,16:05,2024-09-18,09:00-13:00,Marine Parade / Katong,District 14,34201,1.303252,103.910075,Luxury Shoes / Boots,Bags & Shoes,1,70,0,Next-day,2.0,137.47,Yes,5,3-6 days,4,Completed
AST-03792,2024-09-25,09:04,9,Wednesday,2024-09-25,14:07,2024-09-28,15:00-18:00,Ang Mo Kio / Hougang,District 19,56748,1.367646,103.865696,Sofa Cover (3-Seater),Household,2,30,0,,1.0,60.3,Yes,3,3-6 days,2,Completed
AST-03793,2024-10-17,05:56,5,Thursday,2024-10-17,15:37,2024-10-29,09:00-13:00,Bishan / Toa Payoh,District 12,29940,1.340113,103.840187,Leather / Suede Item,Bags & Shoes,1,90,0,Next-day,2.0,182.14,Yes,12,10-14 days,5,Completed
AST-03794,2025-04-30,10:14,10,Wednesday,2025-04-30,13:28,2025-05-03,09:00-13:00,CBD / Tanjong Pagar,District 01,02923,1.27637,103.849861,Baju Kurung (2pc),Traditional,2,32,0,,1.0,64.67,Yes,3,3-6 days,2,Completed
AST-03795,2024-06-06,17:24,17,Thursday,2024-06-07,11:43,2024-06-10,09:00-13:00,Buona Vista / Holland,District 05,11696,1.310192,103.78032,Bedsheet,Household,1,12,0,,1.0,11.78,No,2,1-2 days,1,Completed
AST-03796,2024-02-09,19:04,19,Friday,2024-02-10,12:26,2024-02-13,15:00-18:00,Ang Mo Kio / Hougang,District 19,55824,1.360291,103.844756,Pillow / Bolster,Household,2,25,0,,1.0,48.66,Yes,3,3-6 days,2,Completed
AST-03797,2024-04-25,12:11,12,Thursday,2024-04-25,10:13,2024-04-30,09:00-13:00,Bukit Timah / Bukit Batok,District 21,63614,1.352821,103.748358,Luxury Bag (XL),Bags & Shoes,2,120,0,,1.0,237.35,Yes,5,3-6 days,5,Completed
AST-03798,2025-04-23,04:32,4,Wednesday,2025-04-23,14:34,2025-04-26,09:00-13:00,Bedok / Chai Chee,District 16,45822,1.337038,103.912291,Pillow / Bolster,Household,1,25,0,Next-day,2.0,50.72,Yes,3,3-6 days,2,Completed
AST-03799,2024-05-27,08:08,8,Monday,2024-05-27,15:22,2024-06-03,09:00-13:00,Tampines / Pasir Ris,District 18,50535,1.377063,103.950475,Wedding Gown,Clothing,1,120,0,,1.0,122.03,Yes,7,7-14 days,5,Completed
AST-03800,2024-08-05,10:37,10,Monday,2024-08-05,15:35,2024-08-07,12:00-16:00,Woodlands / Marsiling,District 25,73424,1.447131,103.797322,Tie / Bow Tie,Accessories,2,9,0,,1.0,18.07,No,2,1-2 days,1,Completed
AST-03801,2025-02-18,20:31,20,Tuesday,2025-02-19,16:56,2025-02-21,15:00-18:00,Woodlands / Marsiling,District 25,73697,1.447759,103.787585,Trousers / Shorts,Clothing,1,9,0,,1.0,8.91,No,2,1-2 days,1,Completed
AST-03802,2024-08-06,09:46,9,Tuesday,2024-08-06,12:15,2024-08-07,12:00-16:00,Buona Vista / Holland,District 05,12841,1.295071,103.804728,On-site Curtains,On-site,3,150,0,,1.0,458.23,Yes,0,Same day,3,Completed
AST-03803,2025-02-11,21:34,21,Tuesday,2025-02-12,15:00,2025-02-15,09:00-13:00,Jurong East / West,District 22,66950,1.343597,103.719002,Saree,Traditional,2,20,0,,1.0,39.34,No,3,3-6 days,2,Completed
AST-03804,2025-05-26,19:57,19,Monday,2025-05-27,09:01,2025-05-30,12:00-16:00,Yishun / Sembawang,District 27,77167,1.420161,103.825243,Saree Suit (2pc),Traditional,2,29,4,3-Hour,3.0,180.75,Yes,3,3-6 days,2,Completed
AST-03805,2024-12-28,23:08,23,Saturday,2024-12-30,16:41,2025-01-03,09:00-13:00,Buona Vista / Holland,District 05,12507,1.299676,103.796821,Canvas Bag / Backpack,Bags & Shoes,4,35,0,,1.0,138.3,Yes,4,3-6 days,2,Completed
AST-03806,2024-05-04,10:11,10,Saturday,2024-05-04,15:27,2024-05-06,09:00-13:00,Queenstown / Alexandra,District 03,16405,1.281292,103.802337,Windbreaker,Clothing,3,20,0,,1.0,61.27,Yes,2,1-2 days,1,Completed
AST-03807,2025-03-06,21:21,21,Thursday,2025-03-07,11:12,2025-03-10,15:00-18:00,Yishun / Sembawang,District 27,75894,1.414776,103.835425,Tie / Bow Tie,Accessories,1,9,0,Next-day,2.0,18.11,No,2,1-2 days,1,Completed
AST-03808,2024-08-16,19:49,19,Friday,2024-08-17,09:40,2024-08-22,15:00-18:00,Woodlands / Marsiling,District 25,72256,1.449852,103.799141,Luxury Bag (M),Bags & Shoes,3,100,0,Same-day,3.0,918.93,Yes,5,3-6 days,4,Completed
AST-03809,2024-04-17,15:51,15,Wednesday,2024-04-18,15:53,2024-04-23,12:00-16:00,Bedok / Chai Chee,District 16,43378,1.311888,103.939106,Luxury Bag (M),Bags & Shoes,3,100,0,,1.0,297.14,Yes,5,3-6 days,4,Completed
AST-03810,2025-06-16,12:25,12,Monday,2025-06-16,10:56,2025-06-18,15:00-18:00,Marine Parade / Katong,District 14,34496,1.292154,103.8973,Trousers / Shorts,Clothing,3,9,0,,1.0,27.01,No,2,1-2 days,1,In Progress
AST-03811,2024-01-09,18:08,18,Tuesday,2024-01-10,15:54,2024-01-12,12:00-16:00,Novena / Newton,District 11,25750,1.329529,103.839002,Trousers / Shorts,Clothing,2,9,0,Next-day,2.0,35.24,No,2,1-2 days,1,Completed
AST-03812,2024-02-06,11:12,11,Tuesday,2024-02-06,14:10,2024-02-08,12:00-16:00,Buona Vista / Holland,District 05,13584,1.292607,103.798452,Windbreaker,Clothing,1,20,0,,1.0,19.99,No,2,1-2 days,1,Completed
AST-03813,2025-04-08,12:50,12,Tuesday,2025-04-08,13:06,2025-04-09,09:00-13:00,Clementi / West Coast,District 05,11699,1.309679,103.765082,On-site Mattress (Queen),On-site,2,119,0,Same-day,3.0,704.84,Yes,0,Same day,3,Completed
AST-03814,2024-06-17,12:07,12,Monday,2024-06-17,12:16,2024-06-19,12:00-16:00,Yishun / Sembawang,District 27,78575,1.408115,103.857898,Skirt,Clothing,2,12,0,,1.0,24.27,No,2,1-2 days,1,Completed
AST-03815,2025-04-24,20:39,20,Thursday,2025-04-25,14:56,2025-04-26,12:00-16:00,Ang Mo Kio / Hougang,District 19,52195,1.380201,103.857838,On-site Sofa (3-Seater),On-site,1,169,0,3-Hour,3.0,493.77,Yes,0,Same day,3,Completed
AST-03816,2025-02-18,18:11,18,Tuesday,2025-02-19,13:26,2025-02-28,09:00-13:00,Bishan / Toa Payoh,District 12,28844,1.358764,103.833576,Stuffed Toy (31-60cm),Household,3,20,0,,1.0,61.16,Yes,9,7-14 days,4,Completed
